transaction_id,date,description,category,amount,payment_method,account,is_recurring,z_score,anomaly_flag
TX-000052,2025-08-30,Transport transaction 52,Transport,48.97,Card,Savings,False,-0.24455349657874048,False
TX-000053,2025-09-22,Utilities transaction 53,Utilities,141.27,Card,Savings,True,-0.21751709029174487,False
TX-000054,2025-12-12,Health transaction 54,Health,259.35,Card,Credit,False,-0.029378381558360433,False
TX-000055,2025-02-22,Food transaction 55,Food,145.89,Digital Wallet,Credit,False,0.47103210535352275,False
TX-000056,2025-12-06,Education transaction 56,Education,315.8,Cash,Checking,False,-0.1285888276918425,False
TX-000057,2025-02-04,Leisure transaction 57,Leisure,98.76,Transfer,Checking,True,-0.20004763837116982,False
TX-000058,2025-09-21,Housing transaction 58,Housing,2193.02,Transfer,Savings,False,0.2765704307360916,True
TX-000059,2025-02-04,Food transaction 59,Food,9.8,Digital Wallet,Savings,False,-1.032771411294527,False
TX-000060,2025-07-25,Food transaction 60,Food,161.95,Transfer,Credit,False,0.6484961694094247,False
TX-000061,2025-03-22,Housing transaction 61,Housing,838.63,Transfer,Checking,True,-0.36237468810244805,False
TX-000062,2025-02-19,Education transaction 62,Uncategorized,515.13,Card,Checking,False,0.4388101794387225,False
TX-000063,2025-12-26,Transport transaction 63,Transport,88.42,Card,Credit,True,-0.032514257195277625,False
TX-000064,2025-01-02,Utilities transaction 64,Utilities,125.84,Card,Credit,True,-0.27380044847780394,False
TX-000065,2025-02-23,Food transaction 65,Food,979.7721422084428,Card,Checking,True,9.685485025649397,True
TX-000066,2025-04-16,Housing transaction 66,Housing,4389.012749452913,Digital Wallet,Credit,False,1.3125488773192493,True
TX-000067,2025-09-17,Transport transaction 67,Transport,35.6,Card,Checking,True,-0.31641571788563266,False
TX-000068,2025-11-06,Housing transaction 68,Housing,1507.03,Transfer,Checking,False,-0.047051245496049686,False
TX-000069,2025-07-10,Transport transaction 69,Transport,52.46,Card,Credit,False,-0.22579514561680675,False
TX-000070,2025-08-06,Utilities transaction 70,Uncategorized,205.06,Card,Savings,False,-0.21964907818366206,False
TX-000071,2025-02-13,Transport transaction 71,Transport,8.25,Unknown,Checking,False,-0.4634188407535087,False
TX-000072,2025-06-11,Leisure transaction 72,Leisure,34.46,Card,Checking,False,-0.5555556103962951,False
TX-000073,2025-07-21,Housing transaction 73,Housing,803.35,Card,Credit,False,-0.379018331213091,False
TX-000074,2025-09-27,Housing transaction 74,Housing,902.85,Card,Checking,False,-0.3320783513517256,False
TX-000075,2025-12-17,Housing transaction 75,Housing,1334.93,Transfer,Savings,False,-0.1282408991055068,False
TX-000076,2025-10-31,Transport transaction 76,Transport,106.54,Card,Savings,True,0.06487867100822929,False
TX-000077,2025-09-28,Housing transaction 77,Housing,2048.86,Cash,Checking,True,0.20856171217514255,False
TX-000078,2025-08-03,Food transaction 78,Food,151.68,Cash,Savings,False,0.53501198897019,False
TX-000079,2025-09-09,Transport transaction 79,Transport,31.58,Transfer,Credit,False,-0.33802275824866235,False
TX-000080,2025-07-09,Food transaction 80,Food,83.88,Transfer,Checking,False,-0.21418250312135093,False
TX-000081,2025-10-23,Housing transaction 81,Housing,919.06,Card,Checking,False,-0.3244311445823514,False
TX-000082,2025-08-01,Food transaction 82,Food,53.49,Card,Checking,False,-0.5499940166119397,False
TX-000083,2025-07-27,Utilities transaction 83,Utilities,173.55,Transfer,Savings,False,-0.0997706999971249,False
TX-000084,2025-08-25,Leisure transaction 84,Leisure,24.3,Card,Credit,True,-0.6117291873134844,False
TX-000085,2025-04-12,Transport transaction 85,Transport,34.45,Card,Checking,False,-0.32259683639744463,False
TX-000086,2025-02-22,Housing transaction 86,Housing,2096.61,Card,Checking,False,0.23108818492268224,False
TX-000087,2025-10-07,Education transaction 87,Education,313.65,Transfer,Checking,False,-0.13122283745199237,False
TX-000088,2025-08-05,Leisure transaction 88,Leisure,103.53,Card,Savings,False,-0.17367480747599337,False
TX-000089,2025-09-09,Food transaction 89,Food,10.51,Card,Checking,False,-1.0249258642534504,False
TX-000090,2025-07-07,Utilities transaction 90,Utilities,97.98,Transfer,Credit,False,-0.3754241917742139,False
TX-000091,2025-02-10,Food transaction 91,Food,157.0,Cash,Checking,False,0.5937983414469893,False
TX-000092,2025-06-06,Transport transaction 92,Transport,27.22,Card,Credit,False,-0.3614572597369234,False
TX-000093,2025-01-15,Leisure transaction 93,Leisure,97.18,Card,Savings,False,-0.20878329304923665,False
TX-000094,2025-10-28,Food transaction 94,Food,10.46,Transfer,Savings,False,-1.0254783675662023,False
TX-000095,2025-03-06,Education transaction 95,Education,321.35,Digital Wallet,Checking,False,-0.1217894071481999,False
TX-000096,2025-12-11,Leisure transaction 96,Leisure,14.41,Cash,Credit,True,-0.6664099624818901,False
TX-000097,2025-11-23,Transport transaction 97,Transport,115.65,Card,Checking,False,0.11384387939310499,False
TX-000098,2025-01-09,Housing transaction 98,Housing,1919.77,Card,Checking,False,0.14766239558917604,False
TX-000099,2025-12-10,Housing transaction 99,Housing,1860.39,Transfer,Savings,False,0.11964937042165973,False
TX-000100,2025-05-09,Food transaction 100,Food,133.55,Transfer,Credit,False,0.3346742877663606,False
TX-000101,2025-05-16,Health transaction 101,Health,354.08,Card,Checking,False,0.181225949335603,False
TX-000102,2025-03-04,Food transaction 102,Food,101.4,Card,Checking,False,-0.02058534233309427,False
TX-000103,2025-05-19,Transport transaction 103,Transport,55.46,Transfer,Credit,False,-0.20967048862947116,False
TX-000104,2025-03-22,Leisure transaction 104,Leisure,141.32,Card,Credit,False,0.03526214840004829,False
TX-000105,2025-06-12,Housing transaction 105,Housing,619.75,Card,Checking,False,-0.4656332086256205,False
TX-000106,2025-10-16,Leisure transaction 106,Leisure,40.02,Card,Savings,False,-0.5248149521620851,False
TX-000107,2025-09-18,Housing transaction 107,Housing,1787.67,Card,Checking,False,0.08534308564257939,False
TX-000108,2025-08-19,Education transaction 108,Education,173.82,Card,Savings,False,-0.3025314815272255,False
TX-000109,2025-02-10,Transport transaction 109,Transport,85.73,Transfer,Credit,False,-0.04697269962725518,False
TX-000110,2025-01-28,Housing transaction 110,Housing,1216.16,Card,Checking,False,-0.18427166702645523,False
TX-000111,2025-05-15,Food transaction 111,Food,155.03,Card,Credit,True,0.5720297109245654,False
TX-000112,2025-07-20,Food transaction 112,Food,171.82,Unknown,Savings,True,0.7575603233466446,False
TX-000113,2025-11-24,Health transaction 113,Health,372.84,Card,Savings,True,0.22293329914633617,False
TX-000114,2025-09-25,Leisure transaction 114,Uncategorized,66.83,Card,Savings,False,-0.5131919013563077,False
TX-000115,2025-02-02,Leisure transaction 115,Leisure,50.77,Unknown,Credit,True,-0.4653793269790354,False
TX-000116,2025-02-17,Housing transaction 116,Housing,1359.1,Transfer,Checking,True,-0.11683849394722344,False
TX-000117,2025-03-03,Housing transaction 117,Housing,611.73,Card,Checking,True,-0.46941671253002404,False
TX-000118,2025-08-04,Housing transaction 118,Housing,641.3,Card,Checking,False,-0.4554668109772545,False
TX-000119,2025-10-20,Transport transaction 119,Transport,79.69,Card,Credit,True,-0.07943700902842417,False
TX-000120,2025-04-09,Utilities transaction 120,Uncategorized,178.53,Card,Credit,False,-0.27598772463356647,False
TX-000121,2025-06-21,Food transaction 121,Food,179.07,Transfer,Savings,True,0.8376733036956663,False
TX-000122,2025-12-26,Housing transaction 122,Housing,922.95,Card,Checking,False,-0.32259600366113816,False
TX-000123,2025-08-02,Transport transaction 123,Transport,39.84,Digital Wallet,Credit,False,-0.29362620267686507,False
TX-000124,2025-02-04,Health transaction 124,Health,60.98,Card,Credit,False,-0.4703958113001059,False
TX-000125,2025-08-15,Leisure transaction 125,Leisure,202.68,Transfer,Savings,False,0.3745151680495302,False
TX-000126,2025-04-11,Utilities transaction 126,Utilities,254.45,Card,Checking,False,0.19532480727780552,False
TX-000127,2025-05-11,Food transaction 127,Food,149.44,Cash,Checking,False,0.5102598405589059,False
TX-000128,2025-09-14,Housing transaction 128,Housing,2044.42,Card,Savings,False,0.206467104028565,False
TX-000129,2025-01-05,Utilities transaction 129,Utilities,179.85,Card,Credit,False,-0.07679045653813779,False
TX-000130,2025-08-06,Leisure transaction 130,Leisure,104.75,Transfer,Checking,True,-0.16692955512963797,False
TX-000131,2025-09-12,Food transaction 131,Food,64.83,Transfer,Savings,False,-0.4246862652798148,False
TX-000132,2025-12-25,Leisure transaction 132,Leisure,133.74,Card,Checking,True,-0.006646878473208992,False
TX-000133,2025-10-10,Health transaction 133,Health,198.98,Card,Credit,False,-0.16359334467530948,False
TX-000134,2025-07-26,Leisure transaction 134,Leisure,104.83,Card,Savings,False,-0.16648724350036878,False
TX-000135,2025-01-15,Leisure transaction 135,Leisure,206.75,Transfer,Checking,False,0.3970177721886011,False
TX-000136,2025-12-12,Food transaction 136,Food,177.25,Card,Savings,False,0.8175621831114981,False
TX-000137,2025-02-11,Transport transaction 137,Transport,112.53,Card,Checking,False,0.09707423612627596,False
TX-000138,2025-06-28,Transport transaction 138,Transport,107.16,Transfer,Checking,False,0.06821110011894525,False
TX-000139,2025-03-04,Utilities transaction 139,Utilities,225.76,Transfer,Credit,False,0.09067350809711633,False
TX-000140,2025-12-18,Utilities transaction 140,Utilities,73.99,Cash,Checking,True,-0.4629314998029603,False
TX-000141,2025-08-19,Utilities transaction 141,Utilities,42.44,Transfer,Checking,False,-0.5780150999824912,False
TX-000142,2025-08-29,Housing transaction 142,Housing,1705.16,Transfer,Checking,False,0.04641828425201397,False
TX-000143,2025-02-21,Leisure transaction 143,Leisure,163.05,Card,Checking,False,0.15540504470029678,False
TX-000144,2025-04-06,Health transaction 144,Health,34.02,Card,Checking,False,-0.5303334526059357,False
TX-000145,2025-08-10,Leisure transaction 145,Leisure,2108.231378947652,Transfer,Checking,True,10.910109356531033,True
TX-000146,2025-08-19,Health transaction 146,Health,51.91,Card,Savings,True,-0.4905602922587066,False
TX-000147,2025-08-25,Utilities transaction 147,Utilities,109.34,Transfer,Checking,False,-0.3339868003941989,False
TX-000148,2025-05-23,Transport transaction 148,Transport,95.77,Card,Credit,False,0.006991152423694511,False
TX-000149,2025-06-20,Transport transaction 149,Transport,27.93,Card,Checking,False,-0.3576410909165873,False
TX-000150,2025-01-29,Housing transaction 150,Housing,133.55,Digital Wallet,Checking,False,-0.6950022358476895,False
TX-000151,2025-02-05,Food transaction 151,Food,64.96,Cash,Checking,False,-0.42324975666666,False
TX-000152,2025-01-13,Leisure transaction 152,Leisure,170.85,Card,Credit,True,0.19853042855404437,False
TX-000153,2025-06-09,Health transaction 153,Health,182.54,Transfer,Savings,True,-0.20014285591669828,False
TX-000154,2025-11-23,Food transaction 154,Food,120.31,Transfer,Credit,True,0.18837141054966433,False
TX-000155,2025-07-06,Housing transaction 155,Housing,1527.39,Card,Checking,False,-0.03744624057165365,False
TX-000156,2025-08-31,Leisure transaction 156,Leisure,133.55,Card,Credit,True,-0.0076973685927233465,False
TX-000157,2025-03-27,Housing transaction 157,Housing,2181.66,Transfer,Checking,False,0.27121125313583916,True
TX-000158,2025-10-11,Housing transaction 158,Housing,666.28,Transfer,Checking,False,-0.4436822813597981,False
TX-000159,2025-03-07,Housing transaction 159,Housing,2148.48,Card,Savings,False,0.2555583030674965,False
TX-000160,2025-06-19,Housing transaction 160,Housing,1479.78,Transfer,Checking,True,-0.05990666711637338,False
TX-000161,2025-02-14,Housing transaction 161,Housing,2141.05,Transfer,Credit,True,0.2520531367321202,False
TX-000162,2025-03-03,Food transaction 162,Food,27.74,Card,Checking,False,-0.8345332226791548,False
TX-000163,2025-05-14,Food transaction 163,Food,92.35,Cash,Credit,False,-0.12058844194118354,False
TX-000164,2025-10-11,Utilities transaction 164,Utilities,75.0,Card,Savings,False,-0.45924736553413853,False
TX-000165,2025-01-28,Transport transaction 165,Transport,11.88,Card,Savings,False,-0.44390800579883266,False
TX-000166,2025-04-18,Leisure transaction 166,Leisure,139.68,Transfer,Checking,False,0.026194760000029623,False
TX-000167,2025-02-13,Housing transaction 167,Housing,133.55,Transfer,Checking,False,-0.6950022358476895,False
TX-000168,2025-12-06,Food transaction 168,Food,109.08,Cash,Credit,False,0.06427916650559345,False
TX-000169,2025-10-13,Leisure transaction 169,Leisure,33.6,Card,Checking,False,-0.5603104604109391,False
TX-000170,2025-11-27,Housing transaction 170,Housing,1131.18,Card,Savings,False,-0.2243617121382023,False
TX-000171,2025-05-08,Transport transaction 171,Transport,110.52,Card,Credit,False,0.0862707159447611,False
TX-000172,2025-12-14,Transport transaction 172,Transport,64.0,Card,Checking,False,-0.16376896507218922,False
TX-000173,2025-08-19,Transport transaction 173,Transport,89.75,Card,Savings,False,-0.025365659264225526,False
TX-000174,2025-07-09,Housing transaction 174,Housing,1635.93,Cash,Savings,False,0.01375843695751821,False
TX-000175,2025-08-13,Food transaction 175,Food,153.13,Card,Checking,False,0.5510345850399941,False
TX-000176,2025-10-10,Leisure transaction 176,Leisure,78.23,Transfer,Checking,False,-0.31355586023238013,False
TX-000177,2025-05-01,Housing transaction 177,Housing,1699.67,Card,Checking,False,0.04382832958428637,False
TX-000178,2025-04-26,Leisure transaction 178,Leisure,211.94,Cash,Checking,True,0.4257127391374409,False
TX-000179,2025-08-21,Leisure transaction 179,Leisure,163.35,Card,Credit,True,0.15706371331005622,False
TX-000180,2025-09-16,Education transaction 180,Education,328.62,Card,Checking,True,-0.11288277879643745,False
TX-000181,2025-12-25,Food transaction 181,Food,116.48,Card,Credit,False,0.14604965679287082,False
TX-000182,2025-07-17,Health transaction 182,Health,314.57,Card,Checking,False,0.09338706921715587,False
TX-000183,2025-05-17,Transport transaction 183,Transport,87.66,Transfer,Savings,True,-0.036599170298735995,False
TX-000184,2025-11-14,Food transaction 184,Food,10.87,Card,Savings,True,-1.0209478404016368,False
TX-000185,2025-06-14,Housing transaction 185,Housing,133.55,Transfer,Checking,False,-0.6950022358476895,False
TX-000186,2025-08-13,Leisure transaction 186,Leisure,180.2,Digital Wallet,Checking,True,0.25022560022488294,False
TX-000187,2025-11-03,Food transaction 187,Food,54.9,Transfer,Credit,True,-0.5344134231923369,False
TX-000188,2025-08-22,Food transaction 188,Food,133.83,Card,Credit,False,0.3377683063177711,False
TX-000189,2025-06-21,Housing transaction 189,Housing,1195.39,Transfer,Checking,True,-0.1940700929733955,False
TX-000190,2025-06-01,Health transaction 190,Health,226.36,Card,Checking,True,-0.10272195673192591,False
TX-000191,2025-11-11,Health transaction 191,Uncategorized,42.53,Card,Checking,False,-0.5647949586021681,False
TX-000192,2025-06-09,Leisure transaction 192,Leisure,133.55,Transfer,Checking,False,-0.0076973685927233465,False
TX-000193,2025-04-06,Food transaction 193,Food,172.64,Cash,Savings,False,0.7666213776757752,False
TX-000194,2025-08-21,Housing transaction 194,Housing,2024.22,Card,Credit,True,0.19693758047882046,False
TX-000195,2025-06-29,Leisure transaction 195,Leisure,133.55,Card,Checking,False,-0.0076973685927233465,False
TX-000196,2025-04-23,Transport transaction 196,Transport,67.05,Card,Credit,False,-0.14737556380173142,False
TX-000197,2025-11-14,Housing transaction 197,Housing,1681.22,Unknown,Checking,True,0.03512438356979195,False
TX-000198,2025-02-21,Leisure transaction 198,Leisure,139.91,Card,Savings,True,0.02746640593417854,False
TX-000199,2025-09-25,Education transaction 199,Education,378.19,Digital Wallet,Checking,True,-0.05215353981475036,False
TX-000200,2025-10-22,Leisure transaction 200,Leisure,22.43,Digital Wallet,Checking,False,-0.6220682216476521,False
TX-000201,2025-04-23,Leisure transaction 201,Leisure,142.89,Transfer,Checking,False,0.04394251412445645,False
TX-000202,2025-04-11,Education transaction 202,Education,504.42,Card,Checking,False,0.10249346112651175,False
TX-000203,2025-04-23,Food transaction 203,Food,178.98,Transfer,Credit,False,0.8366787977327128,False
TX-000204,2025-03-22,Transport transaction 204,Transport,6.5,Transfer,Credit,False,-0.47282489066278777,False
TX-000205,2025-07-06,Education transaction 205,Education,480.01,Transfer,Checking,False,0.07258826194267105,False
TX-000206,2025-04-23,Housing transaction 206,Housing,1514.86,Card,Credit,False,-0.043357375724044786,False
TX-000207,2025-01-02,Leisure transaction 207,Leisure,101.15,Card,Checking,True,-0.18683357844675227,False
TX-000208,2025-05-10,Transport transaction 208,Transport,22.22,Card,Credit,False,-0.38833168804914936,False
TX-000209,2025-08-08,Transport transaction 209,Transport,60.23,Cash,Checking,False,-0.1840322840196076,False
TX-000210,2025-02-23,Leisure transaction 210,Leisure,133.55,Cash,Checking,False,-0.0076973685927233465,False
TX-000211,2025-12-09,Utilities transaction 211,Utilities,114.33,Transfer,Checking,False,-0.31578498851160436,False
TX-000212,2025-08-12,Health transaction 212,Health,311.01,Card,Savings,False,0.08547245486074807,False
TX-000213,2025-08-13,Housing transaction 213,Housing,1721.16,Card,Savings,False,0.05396642171715815,False
TX-000214,2025-05-06,Utilities transaction 214,Utilities,198.76,Card,Checking,True,-0.007813249584257262,False
TX-000215,2025-05-10,Food transaction 215,Food,169.45,Card,Checking,False,0.7313716663222057,False
TX-000216,2025-02-22,Food transaction 216,Food,68.17,Card,Checking,False,-0.3877790439879896,False
TX-000217,2025-06-21,Transport transaction 217,Transport,37.91,Transfer,Savings,False,-0.3039997320053843,False
TX-000218,2025-08-06,Transport transaction 218,Transport,93.55,Card,Savings,True,-0.00494109374693381,False
TX-000219,2025-06-09,Food transaction 219,Food,42.2,Transfer,Checking,True,-0.6747492646313128,False
TX-000220,2025-07-17,Utilities transaction 220,Utilities,117.93,Card,Checking,False,-0.30265342082075447,False
TX-000221,2025-09-04,Leisure transaction 221,Leisure,57.17,Card,Credit,False,-0.4299943966374989,False
TX-000222,2025-11-20,Leisure transaction 222,Leisure,24.52,Card,Checking,False,-0.6105128303329941,False
TX-000223,2025-07-22,Housing transaction 223,Housing,1924.0,Transfer,Checking,False,0.14965793443152353,False
TX-000224,2025-07-03,Utilities transaction 224,Utilities,100.09,Card,Checking,False,-0.36772763404429915,False
TX-000225,2025-05-03,Utilities transaction 225,Utilities,164.54,Transfer,Checking,False,-0.13263609580116853,False
TX-000226,2025-09-12,Health transaction 226,Health,133.55,Card,Savings,True,-0.30905773156850097,False
TX-000227,2025-10-21,Housing transaction 227,Housing,1718.94,Transfer,Savings,True,0.05291911764386939,False
TX-000228,2025-10-07,Housing transaction 228,Housing,1128.9,Transfer,Checking,False,-0.22543732172698533,False
TX-000229,2025-11-21,Food transaction 229,Food,136.09,Card,Credit,False,0.3627414560541557,False
TX-000230,2025-04-08,Housing transaction 230,Housing,1259.84,Transfer,Checking,False,-0.16366525174661167,False
TX-000231,2025-07-17,Food transaction 231,Food,41.67,Card,Credit,False,-0.6806057997464827,False
TX-000232,2025-08-28,Utilities transaction 232,Utilities,176.39,Transfer,Savings,True,-0.08941135215212125,False
TX-000233,2025-05-24,Transport transaction 233,Transport,22.62,Card,Savings,False,-0.38618173378417125,False
TX-000234,2025-04-07,Housing transaction 234,Housing,1304.86,Card,Checking,False,-0.14242667995406222,False
TX-000235,2025-07-20,Food transaction 235,Food,62.58,Transfer,Checking,False,-0.44954891435364913,False
TX-000236,2025-05-04,Housing transaction 236,Housing,2059.14,Transfer,Checking,True,0.21341139049649757,False
TX-000237,2025-07-06,Housing transaction 237,Housing,697.49,Card,Savings,False,-0.4289586957168512,False
TX-000238,2025-11-22,Food transaction 238,Food,127.37,Cash,Checking,False,0.26638487831022895,False
TX-000239,2025-12-15,Food transaction 239,Uncategorized,39.43,Card,Credit,False,-0.5713780646705701,False
TX-000240,2025-09-16,Health transaction 240,Health,144.21,Card,Credit,False,-0.2853583526248754,False
TX-000241,2025-05-28,Education transaction 241,Education,281.77,Transfer,Savings,True,-0.17027968915133038,False
TX-000242,2025-09-09,Food transaction 242,Food,164.18,Card,Credit,True,0.6731378171581585,False
TX-000243,2025-12-12,Food transaction 243,Food,49.72,Card,Checking,True,-0.591652766393431,False
TX-000244,2025-05-27,Utilities transaction 244,Utilities,51.94,Transfer,Checking,False,-0.5433623519094154,False
TX-000245,2025-05-28,Food transaction 245,Food,133.55,Card,Checking,False,0.3346742877663606,False
TX-000246,2025-12-18,Housing transaction 246,Housing,767.48,Transfer,Savings,False,-0.39594031189276113,False
TX-000247,2025-07-18,Utilities transaction 247,Utilities,62.94,Card,Checking,True,-0.5032381172984854,False
TX-000248,2025-11-04,Housing transaction 248,Housing,1518.16,Card,Credit,False,-0.04180057237185871,False
TX-000249,2025-05-08,Leisure transaction 249,Leisure,133.55,Card,Checking,False,-0.0076973685927233465,False
TX-000250,2025-02-08,Transport transaction 250,Transport,9.18,Unknown,Checking,True,-0.45842019708743464,False
TX-000251,2025-12-04,Food transaction 251,Food,130.88,Transfer,Credit,False,0.30517061086541036,False
TX-000252,2025-12-26,Food transaction 252,Food,70.2,Card,Checking,True,-0.3653474094902635,False
TX-000253,2025-05-09,Health transaction 253,Health,65.78,Card,Checking,True,-0.4597244211566347,False
TX-000254,2025-09-24,Housing transaction 254,Housing,1005.78,Transfer,Savings,True,-0.2835202395212699,False
TX-000255,2025-05-31,Food transaction 255,Food,118.44,Card,Checking,False,0.16770778665274422,False
TX-000256,2025-10-25,Leisure transaction 256,Leisure,67.86,Transfer,Checking,False,-0.3708905051764011,False
TX-000257,2025-04-09,Transport transaction 257,Transport,71.76,Card,Checking,False,-0.12205985233161451,False
TX-000258,2025-09-20,Housing transaction 258,Housing,794.71,Transfer,Savings,False,-0.38309432544426886,False
TX-000259,2025-09-09,Utilities transaction 259,Uncategorized,198.49,Card,Credit,False,-0.23360101588346877,False
TX-000260,2025-05-24,Food transaction 260,Uncategorized,62.37,Transfer,Credit,False,-0.5226630797643956,False
TX-000261,2025-12-12,Health transaction 261,Health,3843.907114000288,Transfer,Checking,True,7.939831504910842,True
TX-000262,2025-04-22,Health transaction 262,Health,342.4,Card,Checking,False,0.15525889998648978,False
TX-000263,2025-03-01,Leisure transaction 263,Leisure,138.45,Card,Checking,False,0.019394218700015464,False
TX-000264,2025-01-02,Transport transaction 264,Uncategorized,44.93,Transfer,Credit,True,-0.5596983603556633,False
TX-000265,2025-10-31,Education transaction 265,Education,1230.4605542274896,Cash,Checking,False,0.9919808593124663,False
TX-000266,2025-09-11,Housing transaction 266,Housing,1123.87,Unknown,Checking,False,-0.22781026744259011,False
TX-000267,2025-05-20,Leisure transaction 267,Leisure,44.57,Card,Credit,True,-0.49965847824739906,False
TX-000268,2025-02-06,Housing transaction 268,Housing,889.87,Transfer,Credit,False,-0.3382017778703238,False
